Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Proprietate privata, Iasi, Anul 2012, Numar, 11
Proprietate privata, Iasi, Anul 2013, Numar, 10
Proprietate privata, Iasi, Anul 2014, Numar, 10
Proprietate privata, Iasi, Anul 2015, Numar, 8
Proprietate privata, Iasi, Anul 2016, Numar, 8
Proprietate privata, Iasi, Anul 2017, Numar, 6
Proprietate privata, Neamt, Anul 2009, Numar, 2
Proprietate privata, Neamt, Anul 2010, Numar, 2
Proprietate privata, Neamt, Anul 2011, Numar, 2
Proprietate privata, Neamt, Anul 2012, Numar, 2
Proprietate privata, Neamt, Anul 2013, Numar, 2
Proprietate privata, Neamt, Anul 2014, Numar, 2
Proprietate privata, Neamt, Anul 2015, Numar, 2
Proprietate privata, Neamt, Anul 2016, Numar, 2
Proprietate privata, Neamt, Anul 2017, Numar, 2
Proprietate privata, Regiunea SUD-EST, Anul 1996, Numar, 8
Proprietate privata, Regiunea SUD-EST, Anul 1997, Numar, 13
Proprietate privata, Regiunea SUD-EST, Anul 1998, Numar, 14
Proprietate privata, Regiunea SUD-EST, Anul 1999, Numar, 14
Proprietate privata, Regiunea SUD-EST, Anul 2000, Numar, 15
Proprietate privata, Regiunea SUD-EST, Anul 2001, Numar, 19
Proprietate privata, Regiunea SUD-EST, Anul 2002, Numar, 16
Proprietate privata, Regiunea SUD-EST, Anul 2003, Numar, 16
Proprietate privata, Regiunea SUD-EST, Anul 2004, Numar, 16
Proprietate privata, Regiunea SUD-EST, Anul 2005, Numar, 15
Proprietate privata, Regiunea SUD-EST, Anul 2006, Numar, 14
Proprietate privata, Regiunea SUD-EST, Anul 2007, Numar, 15
Proprietate privata, Regiunea SUD-EST, Anul 2008, Numar, 16
Proprietate privata, Regiunea SUD-EST, Anul 2009, Numar, 15
Proprietate privata, Regiunea SUD-EST, Anul 2010, Numar, 16
Proprietate privata, Regiunea SUD-EST, Anul 2011, Numar, 16
Proprietate privata, Regiunea SUD-EST, Anul 2012, Numar, 16
Proprietate privata, Regiunea SUD-EST, Anul 2013, Numar, 16
Proprietate privata, Regiunea SUD-EST, Anul 2014, Numar, 16
Proprietate privata, Regiunea SUD-EST, Anul 2015, Numar, 14
Proprietate privata, Regiunea SUD-EST, Anul 2016, Numar, 14
Proprietate privata, Regiunea SUD-EST, Anul 2017, Numar, 14
Proprietate privata, Braila, Anul 1996, Numar, 1
Proprietate privata, Braila, Anul 1997, Numar, 1
Proprietate privata, Braila, Anul 1998, Numar, 1
Proprietate privata, Braila, Anul 1999, Numar, 1
Proprietate privata, Braila, Anul 2000, Numar, 1
Proprietate privata, Braila, Anul 2001, Numar, 3
Proprietate privata, Braila, Anul 2002, Numar, 3
Proprietate privata, Braila, Anul 2003, Numar, 2
Proprietate privata, Braila, Anul 2004, Numar, 2
Proprietate privata, Braila, Anul 2005, Numar, 2
Proprietate privata, Braila, Anul 2006, Numar, 2
Proprietate privata, Braila, Anul 2007, Numar, 2
Proprietate privata, Braila, Anul 2008, Numar, 2
Proprietate privata, Braila, Anul 2009, Numar, 2
Proprietate privata, Braila, Anul 2010, Numar, 2
Proprietate privata, Braila, Anul 2011, Numar, 2
Proprietate privata, Braila, Anul 2012, Numar, 2
Proprietate privata, Braila, Anul 2013, Numar, 2
Proprietate privata, Braila, Anul 2014, Numar, 2
Proprietate privata, Braila, Anul 2015, Numar, 1
Proprietate privata, Braila, Anul 2016, Numar, 1
Proprietate privata, Braila, Anul 2017, Numar, 1
Proprietate privata, Buzau, Anul 1996, Numar, 1
Proprietate privata, Buzau, Anul 1997, Numar, 1
Proprietate privata, Buzau, Anul 1998, Numar, 1
Proprietate privata, Buzau, Anul 1999, Numar, 1
Proprietate privata, Buzau, Anul 2000, Numar, 1
Proprietate privata, Buzau, Anul 2001, Numar, 1
Proprietate privata, Buzau, Anul 2002, Numar, 1
Proprietate privata, Buzau, Anul 2011, Numar, 1
Proprietate privata, Buzau, Anul 2012, Numar, 1
Proprietate privata, Buzau, Anul 2013, Numar, 2
Proprietate privata, Buzau, Anul 2014, Numar, 2
Proprietate privata, Buzau, Anul 2015, Numar, 2
Proprietate privata, Buzau, Anul 2016, Numar, 2
Proprietate privata, Buzau, Anul 2017, Numar, 2
Proprietate privata, Constanta, Anul 1996, Numar, 5
Proprietate privata, Constanta, Anul 1997, Numar, 8
Proprietate privata, Constanta, Anul 1998, Numar, 9
Proprietate privata, Constanta, Anul 1999, Numar, 9
Proprietate privata, Constanta, Anul 2000, Numar, 10
Proprietate privata, Constanta, Anul 2001, Numar, 12
Proprietate privata, Constanta, Anul 2002, Numar, 9
Proprietate privata, Constanta, Anul 2003, Numar, 9
Proprietate privata, Constanta, Anul 2004, Numar, 10
Proprietate privata, Constanta, Anul 2005, Numar, 9
Proprietate privata, Constanta, Anul 2006, Numar, 8
Proprietate privata, Constanta, Anul 2007, Numar, 9
Proprietate privata, Constanta, Anul 2008, Numar, 9
Proprietate privata, Constanta, Anul 2009, Numar, 8
Proprietate privata, Constanta, Anul 2010, Numar, 8
Proprietate privata, Constanta, Anul 2011, Numar, 8
Proprietate privata, Constanta, Anul 2012, Numar, 8
Proprietate privata, Constanta, Anul 2013, Numar, 8
Proprietate privata, Constanta, Anul 2014, Numar, 8
Proprietate privata, Constanta, Anul 2015, Numar, 7
Proprietate privata, Constanta, Anul 2016, Numar, 7
Proprietate privata, Constanta, Anul 2017, Numar, 7
Proprietate privata, Galati, Anul 1996, Numar, 1
Proprietate privata, Galati, Anul 1997, Numar, 3
Proprietate privata, Galati, Anul 1998, Numar, 3
Proprietate privata, Galati, Anul 1999, Numar, 3
Proprietate privata, Galati, Anul 2000, Numar, 3
Proprietate privata, Galati, Anul 2001, Numar, 3
Proprietate privata, Galati, Anul 2002, Numar, 3
Proprietate privata, Galati, Anul 2003, Numar, 4
Proprietate privata, Galati, Anul 2004, Numar, 3
Proprietate privata, Galati, Anul 2005, Numar, 3
Proprietate privata, Galati, Anul 2006, Numar, 4
Proprietate privata, Galati, Anul 2007, Numar, 4
Proprietate privata, Galati, Anul 2008, Numar, 5
Proprietate privata, Galati, Anul 2009, Numar, 5
Proprietate privata, Galati, Anul 2010, Numar, 5
Proprietate privata, Galati, Anul 2011, Numar, 4
Proprietate privata, Galati, Anul 2012, Numar, 4
Proprietate privata, Galati, Anul 2013, Numar, 3
Proprietate privata, Galati, Anul 2014, Numar, 3
Proprietate privata, Galati, Anul 2015, Numar, 3
Proprietate privata, Galati, Anul 2016, Numar, 3
Proprietate privata, Galati, Anul 2017, Numar, 3
Proprietate privata, Vrancea, Anul 2003, Numar, 1
Proprietate privata, Vrancea, Anul 2004, Numar, 1
Proprietate privata, Vrancea, Anul 2005, Numar, 1
Proprietate privata, Vrancea, Anul 2010, Numar, 1
Proprietate privata, Vrancea, Anul 2011, Numar, 1
Proprietate privata, Vrancea, Anul 2012, Numar, 1
Proprietate privata, Vrancea, Anul 2013, Numar, 1
Proprietate privata, Vrancea, Anul 2014, Numar, 1
Proprietate privata, Vrancea, Anul 2015, Numar, 1
Proprietate privata, Vrancea, Anul 2016, Numar, 1
Proprietate privata, Vrancea, Anul 2017, Numar, 1
Proprietate privata, MACROREGIUNEA TREI, Anul 1996, Numar, 90
Proprietate privata, MACROREGIUNEA TREI, Anul 1997, Numar, 83
Proprietate privata, MACROREGIUNEA TREI, Anul 1998, Numar, 88
Proprietate privata, MACROREGIUNEA TREI, Anul 1999, Numar, 92
Proprietate privata, MACROREGIUNEA TREI, Anul 2000, Numar, 103
Proprietate privata, MACROREGIUNEA TREI, Anul 2001, Numar, 100
Proprietate privata, MACROREGIUNEA TREI, Anul 2002, Numar, 100
Proprietate privata, MACROREGIUNEA TREI, Anul 2003, Numar, 100
Proprietate privata, MACROREGIUNEA TREI, Anul 2004, Numar, 95
Proprietate privata, MACROREGIUNEA TREI, Anul 2005, Numar, 90
Proprietate privata, MACROREGIUNEA TREI, Anul 2006, Numar, 84
Proprietate privata, MACROREGIUNEA TREI, Anul 2007, Numar, 87
Proprietate privata, MACROREGIUNEA TREI, Anul 2008, Numar, 85
Proprietate privata, MACROREGIUNEA TREI, Anul 2009, Numar, 87
Proprietate privata, MACROREGIUNEA TREI, Anul 2010, Numar, 89
Proprietate privata, MACROREGIUNEA TREI, Anul 2011, Numar, 89
Proprietate privata, MACROREGIUNEA TREI, Anul 2012, Numar, 78
Proprietate privata, MACROREGIUNEA TREI, Anul 2013, Numar, 80
Proprietate privata, MACROREGIUNEA TREI, Anul 2014, Numar, 80
Proprietate privata, MACROREGIUNEA TREI, Anul 2015, Numar, 74
Proprietate privata, MACROREGIUNEA TREI, Anul 2016, Numar, 74
Proprietate privata, MACROREGIUNEA TREI, Anul 2017, Numar, 70
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 1996, Numar, 10
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 1997, Numar, 2
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 1998, Numar, 3
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 1999, Numar, 2
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2000, Numar, 4
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2001, Numar, 6
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2002, Numar, 7
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2003, Numar, 7
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2004, Numar, 6
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2005, Numar, 5
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2006, Numar, 4
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2007, Numar, 5
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2008, Numar, 4
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2009, Numar, 8
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2010, Numar, 8
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2011, Numar, 8
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2012, Numar, 10
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2013, Numar, 10
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2014, Numar, 9
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2015, Numar, 9
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2016, Numar, 7
Proprietate privata, Regiunea SUD-MUNTENIA, Anul 2017, Numar, 5
Proprietate privata, Arges, Anul 1996, Numar, 1
Proprietate privata, Arges, Anul 1997, Numar, 1
Proprietate privata, Arges, Anul 1998, Numar, 2
Proprietate privata, Arges, Anul 1999, Numar, 1
Proprietate privata, Arges, Anul 2000, Numar, 3
Proprietate privata, Arges, Anul 2001, Numar, 5
Proprietate privata, Arges, Anul 2002, Numar, 5
Proprietate privata, Arges, Anul 2003, Numar, 4
Proprietate privata, Arges, Anul 2004, Numar, 4
Proprietate privata, Arges, Anul 2005, Numar, 4
Proprietate privata, Arges, Anul 2006, Numar, 3
Proprietate privata, Arges, Anul 2007, Numar, 3
Proprietate privata, Arges, Anul 2008, Numar, 3
Proprietate privata, Arges, Anul 2009, Numar, 4
Proprietate privata, Arges, Anul 2010, Numar, 4
Proprietate privata, Arges, Anul 2011, Numar, 4
Proprietate privata, Arges, Anul 2012, Numar, 4
Proprietate privata, Arges, Anul 2013, Numar, 4
Proprietate privata, Arges, Anul 2014, Numar, 4
Proprietate privata, Arges, Anul 2015, Numar, 4
Proprietate privata, Arges, Anul 2016, Numar, 4
Proprietate privata, Arges, Anul 2017, Numar, 4
Proprietate privata, Ialomita, Anul 2009, Numar, 2
Proprietate privata, Ialomita, Anul 2010, Numar, 2
Proprietate privata, Ialomita, Anul 2011, Numar, 2
Proprietate privata, Ialomita, Anul 2012, Numar, 2
Proprietate privata, Ialomita, Anul 2013, Numar, 2
Proprietate privata, Ialomita, Anul 2014, Numar, 2
Proprietate privata, Ialomita, Anul 2015, Numar, 2
Proprietate privata, Ialomita, Anul 2016, Numar, 2
Proprietate privata, Prahova, Anul 1996, Numar, 9
Proprietate privata, Prahova, Anul 1997, Numar, 1
Proprietate privata, Prahova, Anul 1998, Numar, 1
Proprietate privata, Prahova, Anul 1999, Numar, 1
Proprietate privata, Prahova, Anul 2000, Numar, 1
Proprietate privata, Prahova, Anul 2001, Numar, 1
Proprietate privata, Prahova, Anul 2002, Numar, 1
Proprietate privata, Prahova, Anul 2003, Numar, 1
Proprietate privata, Prahova, Anul 2012, Numar, 2
Proprietate privata, Prahova, Anul 2013, Numar, 2
Proprietate privata, Prahova, Anul 2014, Numar, 2
Proprietate privata, Prahova, Anul 2015, Numar, 2
Proprietate privata, Teleorman, Anul 2002, Numar, 1
Proprietate privata, Teleorman, Anul 2003, Numar, 2
Proprietate privata, Teleorman, Anul 2004, Numar, 2
Proprietate privata, Teleorman, Anul 2005, Numar, 1
Proprietate privata, Teleorman, Anul 2006, Numar, 1
Proprietate privata, Teleorman, Anul 2007, Numar, 2
Proprietate privata, Teleorman, Anul 2008, Numar, 1
Proprietate privata, Teleorman, Anul 2009, Numar, 2
Proprietate privata, Teleorman, Anul 2010, Numar, 2
Proprietate privata, Teleorman, Anul 2011, Numar, 2
Proprietate privata, Teleorman, Anul 2012, Numar, 2
Proprietate privata, Teleorman, Anul 2013, Numar, 2
Proprietate privata, Teleorman, Anul 2014, Numar, 1
Proprietate privata, Teleorman, Anul 2015, Numar, 1
Proprietate privata, Teleorman, Anul 2016, Numar, 1
Proprietate privata, Teleorman, Anul 2017, Numar, 1
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar, 80
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar, 81
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar, 85
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar, 90
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar, 99
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar, 94
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar, 93
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar, 93
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar, 89
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar, 85
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar, 80
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar, 82
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar, 81
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar, 79
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar, 81
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar, 81
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar, 68
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar, 70
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2014, Numar, 71
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2015, Numar, 65
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2016, Numar, 67
Proprietate privata, Regiunea BUCURESTI - ILFOV, Anul 2017, Numar, 65
Proprietate privata, Ilfov, Anul 2007, Numar, 1
Proprietate privata, Ilfov, Anul 2008, Numar, 1
Proprietate privata, Ilfov, Anul 2009, Numar, 1
Proprietate privata, Ilfov, Anul 2010, Numar, 1
Proprietate privata, Ilfov, Anul 2011, Numar, 1
Proprietate privata, Ilfov, Anul 2012, Numar, 1
Proprietate privata, Ilfov, Anul 2013, Numar, 1
Proprietate privata, Ilfov, Anul 2014, Numar, 1
Proprietate privata, Ilfov, Anul 2015, Numar, 1
Proprietate privata, Ilfov, Anul 2016, Numar, 1
Proprietate privata, Ilfov, Anul 2017, Numar, 1
Proprietate privata, Municipiul Bucuresti, Anul 1996, Numar, 80
Proprietate privata, Municipiul Bucuresti, Anul 1997, Numar, 81
Proprietate privata, Municipiul Bucuresti, Anul 1998, Numar, 85
Proprietate privata, Municipiul Bucuresti, Anul 1999, Numar, 90
Proprietate privata, Municipiul Bucuresti, Anul 2000, Numar, 99
Proprietate privata, Municipiul Bucuresti, Anul 2001, Numar, 94
Proprietate privata, Municipiul Bucuresti, Anul 2002, Numar, 93
Proprietate privata, Municipiul Bucuresti, Anul 2003, Numar, 93
Proprietate privata, Municipiul Bucuresti, Anul 2004, Numar, 89
Proprietate privata, Municipiul Bucuresti, Anul 2005, Numar, 85
Proprietate privata, Municipiul Bucuresti, Anul 2006, Numar, 80
Proprietate privata, Municipiul Bucuresti, Anul 2007, Numar, 81
Proprietate privata, Municipiul Bucuresti, Anul 2008, Numar, 80
Proprietate privata, Municipiul Bucuresti, Anul 2009, Numar, 78
Proprietate privata, Municipiul Bucuresti, Anul 2010, Numar, 80
Proprietate privata, Municipiul Bucuresti, Anul 2011, Numar, 80
Proprietate privata, Municipiul Bucuresti, Anul 2012, Numar, 67
Proprietate privata, Municipiul Bucuresti, Anul 2013, Numar, 69
Proprietate privata, Municipiul Bucuresti, Anul 2014, Numar, 70
Proprietate privata, Municipiul Bucuresti, Anul 2015, Numar, 64
Proprietate privata, Municipiul Bucuresti, Anul 2016, Numar, 66
Proprietate privata, Municipiul Bucuresti, Anul 2017, Numar, 64
Proprietate privata, MACROREGIUNEA PATRU, Anul 1996, Numar, 26
Proprietate privata, MACROREGIUNEA PATRU, Anul 1997, Numar, 34
Proprietate privata, MACROREGIUNEA PATRU, Anul 1998, Numar, 40
Proprietate privata, MACROREGIUNEA PATRU, Anul 1999, Numar, 51
Proprietate privata, MACROREGIUNEA PATRU, Anul 2000, Numar, 56
Proprietate privata, MACROREGIUNEA PATRU, Anul 2001, Numar, 58
Proprietate privata, MACROREGIUNEA PATRU, Anul 2002, Numar, 59
Proprietate privata, MACROREGIUNEA PATRU, Anul 2003, Numar, 56
Proprietate privata, MACROREGIUNEA PATRU, Anul 2004, Numar, 56
Proprietate privata, MACROREGIUNEA PATRU, Anul 2005, Numar, 49
Proprietate privata, MACROREGIUNEA PATRU, Anul 2006, Numar, 43
Proprietate privata, MACROREGIUNEA PATRU, Anul 2007, Numar, 42
Proprietate privata, MACROREGIUNEA PATRU, Anul 2008, Numar, 40
Proprietate privata, MACROREGIUNEA PATRU, Anul 2009, Numar, 42
Proprietate privata, MACROREGIUNEA PATRU, Anul 2010, Numar, 40
Proprietate privata, MACROREGIUNEA PATRU, Anul 2011, Numar, 31
Proprietate privata, MACROREGIUNEA PATRU, Anul 2012, Numar, 32
Proprietate privata, MACROREGIUNEA PATRU, Anul 2013, Numar, 28
Proprietate privata, MACROREGIUNEA PATRU, Anul 2014, Numar, 25
Proprietate privata, MACROREGIUNEA PATRU, Anul 2015, Numar, 21
Proprietate privata, MACROREGIUNEA PATRU, Anul 2016, Numar, 21
Proprietate privata, MACROREGIUNEA PATRU, Anul 2017, Numar, 21
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar, 1
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar, 5
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar, 8
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar, 12
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar, 16
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar, 17
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar, 17
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar, 17
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar, 15
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar, 11
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar, 8
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar, 8
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar, 7
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar, 9
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar, 9
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar, 9
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar, 9
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar, 8
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar, 8
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar, 4
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar, 4
Proprietate privata, Regiunea SUD-VEST OLTENIA, Anul 2017, Numar, 4
Proprietate privata, Dolj, Anul 1997, Numar, 4
Proprietate privata, Dolj, Anul 1998, Numar, 7
Proprietate privata, Dolj, Anul 1999, Numar, 8
Proprietate privata, Dolj, Anul 2000, Numar, 8
Proprietate privata, Dolj, Anul 2001, Numar, 8
Proprietate privata, Dolj, Anul 2002, Numar, 8
Proprietate privata, Dolj, Anul 2003, Numar, 7
Proprietate privata, Dolj, Anul 2004, Numar, 7
Proprietate privata, Dolj, Anul 2005, Numar, 5
Proprietate privata, Dolj, Anul 2006, Numar, 5
Proprietate privata, Dolj, Anul 2007, Numar, 5
Proprietate privata, Dolj, Anul 2008, Numar, 4
Proprietate privata, Dolj, Anul 2009, Numar, 4
Proprietate privata, Dolj, Anul 2010, Numar, 4
Proprietate privata, Dolj, Anul 2011, Numar, 4
Proprietate privata, Dolj, Anul 2012, Numar, 4
Proprietate privata, Dolj, Anul 2013, Numar, 3
Proprietate privata, Dolj, Anul 2014, Numar, 3
Proprietate privata, Dolj, Anul 2015, Numar, 1
Proprietate privata, Dolj, Anul 2016, Numar, 1
Proprietate privata, Dolj, Anul 2017, Numar, 1
Proprietate privata, Gorj, Anul 1999, Numar, 3
Proprietate privata, Gorj, Anul 2000, Numar, 5
Proprietate privata, Gorj, Anul 2001, Numar, 3
Proprietate privata, Gorj, Anul 2002, Numar, 3
Proprietate privata, Gorj, Anul 2003, Numar, 3
Proprietate privata, Gorj, Anul 2004, Numar, 5
Proprietate privata, Gorj, Anul 2005, Numar, 5
Proprietate privata, Gorj, Anul 2006, Numar, 2
Proprietate privata, Gorj, Anul 2007, Numar, 2
Proprietate privata, Gorj, Anul 2008, Numar, 2
Proprietate privata, Gorj, Anul 2009, Numar, 2
Proprietate privata, Gorj, Anul 2010, Numar, 2
Proprietate privata, Gorj, Anul 2011, Numar, 2
Proprietate privata, Gorj, Anul 2012, Numar, 2
Proprietate privata, Gorj, Anul 2013, Numar, 2
Proprietate privata, Gorj, Anul 2014, Numar, 2
Proprietate privata, Gorj, Anul 2015, Numar, 2
Proprietate privata, Gorj, Anul 2016, Numar, 2
Proprietate privata, Gorj, Anul 2017, Numar, 2
Proprietate privata, Mehedinti, Anul 2001, Numar, 2
Proprietate privata, Mehedinti, Anul 2002, Numar, 2
Proprietate privata, Mehedinti, Anul 2003, Numar, 4
Proprietate privata, Valcea, Anul 1996, Numar, 1
Proprietate privata, Valcea, Anul 1997, Numar, 1
Proprietate privata, Valcea, Anul 1998, Numar, 1
Proprietate privata, Valcea, Anul 1999, Numar, 1
Proprietate privata, Valcea, Anul 2000, Numar, 3
Proprietate privata, Valcea, Anul 2001, Numar, 4
Proprietate privata, Valcea, Anul 2002, Numar, 4
Proprietate privata, Valcea, Anul 2003, Numar, 3
Proprietate privata, Valcea, Anul 2004, Numar, 3
Proprietate privata, Valcea, Anul 2005, Numar, 1
Proprietate privata, Valcea, Anul 2006, Numar, 1
Proprietate privata, Valcea, Anul 2007, Numar, 1
Proprietate privata, Valcea, Anul 2008, Numar, 1
Proprietate privata, Valcea, Anul 2009, Numar, 3
Proprietate privata, Valcea, Anul 2010, Numar, 3
Proprietate privata, Valcea, Anul 2011, Numar, 3
Proprietate privata, Valcea, Anul 2012, Numar, 3
Proprietate privata, Valcea, Anul 2013, Numar, 3
Proprietate privata, Valcea, Anul 2014, Numar, 3
Proprietate privata, Valcea, Anul 2015, Numar, 1
Proprietate privata, Valcea, Anul 2016, Numar, 1
Proprietate privata, Valcea, Anul 2017, Numar, 1
Proprietate privata, Regiunea VEST, Anul 1996, Numar, 25
Proprietate privata, Regiunea VEST, Anul 1997, Numar, 29
Proprietate privata, Regiunea VEST, Anul 1998, Numar, 32
Proprietate privata, Regiunea VEST, Anul 1999, Numar, 39
Proprietate privata, Regiunea VEST, Anul 2000, Numar, 40
Proprietate privata, Regiunea VEST, Anul 2001, Numar, 41
Proprietate privata, Regiunea VEST, Anul 2002, Numar, 42
Proprietate privata, Regiunea VEST, Anul 2003, Numar, 39
Proprietate privata, Regiunea VEST, Anul 2004, Numar, 41
Proprietate privata, Regiunea VEST, Anul 2005, Numar, 38
Proprietate privata, Regiunea VEST, Anul 2006, Numar, 35
Proprietate privata, Regiunea VEST, Anul 2007, Numar, 34
Proprietate privata, Regiunea VEST, Anul 2008, Numar, 33
Proprietate privata, Regiunea VEST, Anul 2009, Numar, 33
Proprietate privata, Regiunea VEST, Anul 2010, Numar, 31
Proprietate privata, Regiunea VEST, Anul 2011, Numar, 22
Proprietate privata, Regiunea VEST, Anul 2012, Numar, 23
Proprietate privata, Regiunea VEST, Anul 2013, Numar, 20
Proprietate privata, Regiunea VEST, Anul 2014, Numar, 17
Proprietate privata, Regiunea VEST, Anul 2015, Numar, 17
Proprietate privata, Regiunea VEST, Anul 2016, Numar, 17
Proprietate privata, Regiunea VEST, Anul 2017, Numar, 17
Proprietate privata, Arad, Anul 1996, Numar, 6
Proprietate privata, Arad, Anul 1997, Numar, 7
Proprietate privata, Arad, Anul 1998, Numar, 7
Proprietate privata, Arad, Anul 1999, Numar, 7
Proprietate privata, Arad, Anul 2000, Numar, 10
Proprietate privata, Arad, Anul 2001, Numar, 12
Proprietate privata, Arad, Anul 2002, Numar, 14
Proprietate privata, Arad, Anul 2003, Numar, 13
Proprietate privata, Arad, Anul 2004, Numar, 16
Proprietate privata, Arad, Anul 2005, Numar, 17
Proprietate privata, Arad, Anul 2006, Numar, 17
Proprietate privata, Arad, Anul 2007, Numar, 16
Proprietate privata, Arad, Anul 2008, Numar, 16
Proprietate privata, Arad, Anul 2009, Numar, 16
Proprietate privata, Arad, Anul 2010, Numar, 16
Proprietate privata, Arad, Anul 2011, Numar, 8
Proprietate privata, Arad, Anul 2012, Numar, 7
Proprietate privata, Arad, Anul 2013, Numar, 7
Proprietate privata, Arad, Anul 2014, Numar, 7
Proprietate privata, Arad, Anul 2015, Numar, 7
Proprietate privata, Arad, Anul 2016, Numar, 7
Proprietate privata, Arad, Anul 2017, Numar, 7
Proprietate privata, Caras-Severin, Anul 1996, Numar, 1
Proprietate privata, Caras-Severin, Anul 1997, Numar, 1
Proprietate privata, Caras-Severin, Anul 1998, Numar, 2
Proprietate privata, Caras-Severin, Anul 1999, Numar, 2
Proprietate privata, Caras-Severin, Anul 2000, Numar, 3
Proprietate privata, Caras-Severin, Anul 2001, Numar, 3
Proprietate privata, Caras-Severin, Anul 2002, Numar, 3
Proprietate privata, Caras-Severin, Anul 2003, Numar, 3
Proprietate privata, Caras-Severin, Anul 2004, Numar, 3
Proprietate privata, Caras-Severin, Anul 2005, Numar, 2
Proprietate privata, Hunedoara, Anul 1996, Numar, 1
Proprietate privata, Hunedoara, Anul 1997, Numar, 1
Proprietate privata, Hunedoara, Anul 1998, Numar, 1
Proprietate privata, Hunedoara, Anul 1999, Numar, 1
Proprietate privata, Hunedoara, Anul 2000, Numar, 1
